source_customer_id,source_system,true_golden_id,first_name,last_name,email,phone,address,city,state,zip,updated_date,email_norm,phone_norm,name_norm,addr_norm
12,billing,4,Jaime,Wilson,jamie.wilson4@email.com,(549) 403-4373,5511 Cedar St,Fayetteville,SC,27430,2025-08-09,jamie.wilson4@email.com,5494034373,jaime wilson,5511 cedar st
13,support,4,Jaime,Wilson,jamie.wilson4@email.com,(549) 403-4373,5511 Cedar St,Fayetteville,SC,27430,2025-07-08,jamie.wilson4@email.com,5494034373,jaime wilson,5511 cedar st
14,support,4,Jaime,Wilson,jamie.wilson4@email.com,(549) 403-4373,5511 Cedar St,Fayetteville,SC,27430,2025-01-09,jamie.wilson4@email.com,5494034373,jaime wilson,5511 cedar st
15,crm,5,Sam,Brown,sam.brown5@email.com,(626) 798-9968,1083 Main St,Jacksonville,SC,27728,2023-11-05,sam.brown5@email.com,6267989968,sam brown,1083 main st
16,billing,5,Sam,Brown,sam.brown5@email.com,626-798-9968,1083 Main St,Jacksonville,SC,27728,2023-08-13,sam.brown5@email.com,6267989968,sam brown,1083 main st
17,billing,5,Sam,Brown,sam.brown5@email.com,626-798-9968,1083 Main St,Jacksonville,SC,27728,2023-09-16,sam.brown5@email.com,6267989968,sam brown,1083 main st
18,support,5,Sam,Brown,sam.brown5@gmail.com,(626) 798-9968,1083 Main St,Jacksonville,SC,27728,2023-06-23,sam.brown5@gmail.com,6267989968,sam brown,1083 main st
19,crm,6,Taylor,Brown,taylor.brown6@email.com,351-585-1497,1510 Hill St,Greensboro,GA,28333,2023-10-29,taylor.brown6@email.com,3515851497,taylor brown,1510 hill st
20,billing,6,Taylor,Brown,taylor.brown6@email.com,(351) 585-1497,1510 Hill St,Greensboro,GA,28333,2023-10-02,taylor.brown6@email.com,3515851497,taylor brown,1510 hill st
21,support,6,Taylor,Brown,taylor.brown6@email.com,(351) 585-1497,1510 Hill St,Greensboro,GA,28333,2024-08-14,taylor.brown6@email.com,3515851497,taylor brown,1510 hill st
22,crm,7,Pat,Brown,pat.brown7@email.com,(412) 642-7020,3275 Pine St,Wilmington,SC,27987,2024-10-22,pat.brown7@email.com,4126427020,pat brown,3275 pine st
23,crm,7,Pat,Brown,pat.brown7@email.com,(412) 642-7020,3275 Pine St,Wilmington,SC,27987,2025-04-01,pat.brown7@email.com,4126427020,pat brown,3275 pine st
24,billing,7,Pat,Brown,pat.brown7@email.com,(412) 642-7020,3275 Pine St,Wilmington,SC,27987,2025-09-06,pat.brown7@email.com,4126427020,pat brown,3275 pine st
25,support,7,Pat,Brown,pat.brown7@email.com,412-642-7020,3275 Pine St,Wilmington,SC,27987,2025-03-11,pat.brown7@email.com,4126427020,pat brown,3275 pine st
26,crm,8,Jamie,Davis,jamie.davis8@gmail.com,544-500-6477,9469 Cedar Street,Durham,VA,28968,2024-03-17,jamie.davis8@gmail.com,5445006477,jamie davis,9469 cedar st
27,billing,8,Jamie,Davis,jamie.davis8@email.com,(544) 500-6477,9469 Cedar St,Durham,VA,28968,2024-11-29,jamie.davis8@email.com,5445006477,jamie davis,9469 cedar st
28,crm,9,Jordan,Johnson,jordan.johnson9@gmail.com,(991) 513-3888,9273 Maple St,Greensboro,VA,27191,2024-10-27,jordan.johnson9@gmail.com,9915133888,jordan johnson,9273 maple st
29,billing,9,Jordan,Johnson,jordan.johnson9@email.com,(991) 513-3888,9273 Maple Street,Greensboro,VA,27191,2024-02-07,jordan.johnson9@email.com,9915133888,jordan johnson,9273 maple st
30,billing,9,Jordan,Johnson,jordan.johnson9@email.com,(991) 513-3888,9273 Maple Street,Greensboro,VA,27191,2024-05-26,jordan.johnson9@email.com,9915133888,jordan johnson,9273 maple st
31,support,9,Jordan,Johnson,jordan.johnson9@email.com,(991) 513-3888,9273 Maple St,Greensboro,VA,27191,2023-12-11,jordan.johnson9@email.com,9915133888,jordan johnson,9273 maple st
32,billing,10,Taylor,Brown,taylor.brown10@gmail.com,(229) 815-7139,1667 Hill St,Durham,VA,28863,2025-11-16,taylor.brown10@gmail.com,2298157139,taylor brown,1667 hill st
33,support,10,Taylor,Brown,taylor.brown10@gmail.com,(229) 815-7139,1667 Hill St,Durham,VA,28863,2025-03-27,taylor.brown10@gmail.com,2298157139,taylor brown,1667 hill st
34,crm,11,Casey,Brown,casey.brown11@gmail.com,316-665-4319,5571 Cedar St,Durham,NC,28150,2024-01-21,casey.brown11@gmail.com,3166654319,casey brown,5571 cedar st
35,support,11,Casey,Brown,casey.brown11@email.com,316-665-4319,5571 Cedar St,Durham,NC,28150,2023-12-14,casey.brown11@email.com,3166654319,casey brown,5571 cedar st
36,crm,12,Sam,Johnson,sam.johnson12@email.com,(474) 301-2954,3280 Oak St,Fayetteville,SC,28461,2025-08-24,sam.johnson12@email.com,4743012954,sam johnson,3280 oak st
37,billing,12,Sam,Johnson,sam.johnson12@email.com,(474) 301-2954,3280 Oak St,Fayetteville,SC,28461,2024-09-01,sam.johnson12@email.com,4743012954,sam johnson,3280 oak st
38,support,12,Sam,Johnson,sam.johnson12@email.com,(474) 301-2954,3280 Oak St,Fayetteville,SC,28461,2025-01-26,sam.johnson12@email.com,4743012954,sam johnson,3280 oak st
39,crm,13,Devin,Smith,devin.smith13@email.com,(687) 259-9161,8489 Pine St,Jacksonville,VA,28254,2025-01-13,devin.smith13@email.com,6872599161,devin smith,8489 pine st
40,crm,13,Devin,Smith,devin.smith13@email.com,(687) 259-9161,8489 Pine St,Jacksonville,VA,28254,2025-09-22,devin.smith13@email.com,6872599161,devin smith,8489 pine st
41,billing,14,Avery,Anderson,avery.anderson14@email.com,(238) 314-8953,2359 Hill St,Greensboro,GA,28993,2025-01-11,avery.anderson14@email.com,2383148953,avery anderson,2359 hill st
42,support,14,Avery,Anderson,avery.anderson14@email.com,(238) 314-8953,2359 Hill St,Greensboro,GA,28993,2024-02-17,avery.anderson14@email.com,2383148953,avery anderson,2359 hill st
43,crm,15,Devin,Christian,devin.christian15@email.com,(460) 701-8698,5813 Oak St,Raleigh,NC,27768,2025-07-29,devin.christian15@email.com,4607018698,devin christian,5813 oak st
44,billing,15,Devin,Christian,devin.christian15@email.com,(460) 701-8698,5813 Oak St,Raleigh,NC,27768,2025-06-09,devin.christian15@email.com,4607018698,devin christian,5813 oak st
45,support,15,Devin,Christian,devin.christian15@gmail.com,(460) 701-8698,5813 Oak St,Raleigh,NC,27768,2024-10-17,devin.christian15@gmail.com,4607018698,devin christian,5813 oak st
46,crm,16,Drew,Davis,drew.davis16@email.com,(656) 380-1738,2265 Main St,Greensboro,NC,28891,2024-07-07,drew.davis16@email.com,6563801738,drew davis,2265 main st
47,billing,16,Drew,Davis,drew.davis16@email.com,656-380-1738,2265 Main St,Greensboro,NC,28891,2024-07-20,drew.davis16@email.com,6563801738,drew davis,2265 main st
48,support,16,Drew,Davis,drew.davis16@email.com,(656) 380-1738,2265 Main St,Greensboro,NC,28891,2024-02-25,drew.davis16@email.com,6563801738,drew davis,2265 main st
49,crm,17,Drew,Brown,drew.brown17@email.com,397-505-4011,9184 Cedar St,Greensboro,GA,27464,2023-08-28,drew.brown17@email.com,3975054011,drew brown,9184 cedar st
50,crm,17,Drew,Brown,drew.brown17@email.com,397-505-4011,9184 Cedar St,Greensboro,GA,27464,2023-09-15,drew.brown17@email.com,3975054011,drew brown,9184 cedar st
51,billing,17,Drew,Brown,drew.brown17@email.com,397-505-4011,9184 Cedar St,Greensboro,GA,27464,2024-04-19,drew.brown17@email.com,3975054011,drew brown,9184 cedar st
52,support,17,Drew,Brown,drew.brown17@email.com,(397) 505-4011,9184 Cedar St,Greensboro,GA,27464,2024-01-25,drew.brown17@email.com,3975054011,drew brown,9184 cedar st
53,billing,18,Cameron,Brown,cameron.brown18@email.com,(934) 829-8561,5154 Hill St,Jacksonville,GA,27667,2025-07-29,cameron.brown18@email.com,9348298561,cameron brown,5154 hill st
54,support,18,Cameron,Brown,cameron.brown18@email.com,(934) 829-8561,5154 Hill St,Jacksonville,GA,27667,2025-01-21,cameron.brown18@email.com,9348298561,cameron brown,5154 hill st
55,crm,19,Taylor,Miller,taylor.miller19@email.com,(326) 735-6682,3238 Pine St,Wilmington,GA,28187,2025-04-14,taylor.miller19@email.com,3267356682,taylor miller,3238 pine st
56,billing,19,Taylor,Miller,taylor.miller19@gmail.com,326-735-6682,3238 Pine St,Wilmington,GA,28187,2025-01-31,taylor.miller19@gmail.com,3267356682,taylor miller,3238 pine st
57,support,19,Taylor,Miller,taylor.miller19@email.com,(326) 735-6682,3238 Pine St,Wilmington,GA,28187,2025-02-16,taylor.miller19@email.com,3267356682,taylor miller,3238 pine st
58,crm,20,Pat,Smith,pat.smith20@email.com,(243) 884-2946,7061 Oak St,Charlotte,SC,27779,2025-12-26,pat.smith20@email.com,2438842946,pat smith,7061 oak st
59,billing,20,Pat,Smith,pat.smith20@gmail.com,243-884-2946,7061 Oak St,Charlotte,SC,27779,2025-06-03,pat.smith20@gmail.com,2438842946,pat smith,7061 oak st
60,crm,21,Casey,Brown,casey.brown21@email.com,635-928-6029,8972 Maple St,Charlotte,VA,28505,2025-05-14,casey.brown21@email.com,6359286029,casey brown,8972 maple st
61,support,21,Casey,Brown,casey.brown21@email.com,635-928-6029,8972 Maple St,Charlotte,VA,28505,2025-03-07,casey.brown21@email.com,6359286029,casey brown,8972 maple st
62,crm,22,Devin,Christian,devin.christian22@email.com,(233) 683-5490,4340 Maple St,Charlotte,GA,28666,2024-12-30,devin.christian22@email.com,2336835490,devin christian,4340 maple st
63,billing,22,Devin,Christian,devin.christian22@email.com,(233) 683-5490,4340 Maple St,Charlotte,GA,28666,2024-12-27,devin.christian22@email.com,2336835490,devin christian,4340 maple st
64,support,22,Devin,Christian,devin.christian22@email.com,(233) 683-5490,4340 Maple St,Charlotte,GA,28666,2024-03-21,devin.christian22@email.com,2336835490,devin christian,4340 maple st
65,support,22,Devin,Christian,devin.christian22@email.com,(233) 683-5490,4340 Maple St,Charlotte,GA,28666,2024-07-19,devin.christian22@email.com,2336835490,devin christian,4340 maple st
66,crm,23,Sam,Miller,sam.miller23@email.com,(415) 610-1546,7367 Cedar Street,Wilmington,SC,27491,2024-11-12,sam.miller23@email.com,4156101546,sam miller,7367 cedar st
67,support,23,Sam,Miller,sam.miller23@gmail.com,(415) 610-1546,7367 Cedar Street,Wilmington,SC,27491,2025-07-11,sam.miller23@gmail.com,4156101546,sam miller,7367 cedar st
68,billing,24,Jordan,Miller,jordan.miller24@email.com,(553) 504-7033,1940 Oak St,Raleigh,SC,28812,2025-04-22,jordan.miller24@email.com,5535047033,jordan miller,1940 oak st
69,support,24,Jordan,Miller,jordan.miller24@email.com,(553) 504-7033,1940 Oak St,Raleigh,SC,28812,2025-07-27,jordan.miller24@email.com,5535047033,jordan miller,1940 oak st
70,billing,25,Drew,Moore,drew.moore25@email.com,(711) 662-5544,3074 Cedar St,Raleigh,NC,27988,2025-02-02,drew.moore25@email.com,7116625544,drew moore,3074 cedar st
71,support,25,Drew,Moore,drew.moore25@email.com,(711) 662-5544,3074 Cedar St,Raleigh,NC,27988,2024-09-22,drew.moore25@email.com,7116625544,drew moore,3074 cedar st
72,crm,26,Taylor,Davis,taylor.davis26@gmail.com,685-205-1003,4642 Cedar St,Fayetteville,VA,27615,2025-09-06,taylor.davis26@gmail.com,6852051003,taylor davis,4642 cedar st
73,billing,26,Taylor,Davis,taylor.davis26@email.com,(685) 205-1003,4642 Cedar Street,Fayetteville,VA,27615,2025-06-24,taylor.davis26@email.com,6852051003,taylor davis,4642 cedar st
74,support,26,Taylor,Davis,taylor.davis26@email.com,(685) 205-1003,4642 Cedar St,Fayetteville,VA,27615,2025-09-06,taylor.davis26@email.com,6852051003,taylor davis,4642 cedar st
75,billing,27,Jordan,Anderson,jordan.anderson27@email.com,514-613-4820,4016 Maple St,Charlotte,VA,28740,2023-09-10,jordan.anderson27@email.com,5146134820,jordan anderson,4016 maple st
76,support,27,Jordan,Anderson,jordan.anderson27@email.com,(514) 613-4820,4016 Maple St,Charlotte,VA,28740,2023-09-07,jordan.anderson27@email.com,5146134820,jordan anderson,4016 maple st
77,crm,28,Chris,Anderson,chris.anderson28@email.com,(924) 392-1337,6214 Maple Street,Durham,VA,28379,2024-04-12,chris.anderson28@email.com,9243921337,chris anderson,6214 maple st
78,billing,28,Chris,Anderson,chris.anderson28@email.com,(924) 392-1337,6214 Maple St,Durham,VA,28379,2024-05-06,chris.anderson28@email.com,9243921337,chris anderson,6214 maple st
79,support,28,Chris,Anderson,chris.anderson28@email.com,(924) 392-1337,6214 Maple St,Durham,VA,28379,2024-06-05,chris.anderson28@email.com,9243921337,chris anderson,6214 maple st
80,crm,29,Avery,Taylor,avery.taylor29@email.com,465-516-7351,6620 Hill Street,Charlotte,SC,28571,2024-06-15,avery.taylor29@email.com,4655167351,avery taylor,6620 hill st
81,billing,29,Avery,Taylor,avery.taylor29@email.com,(465) 516-7351,6620 Hill St,Charlotte,SC,28571,2024-07-01,avery.taylor29@email.com,4655167351,avery taylor,6620 hill st
82,support,29,Avery,Taylor,avery.taylor29@email.com,(465) 516-7351,6620 Hill St,Charlotte,SC,28571,2024-07-24,avery.taylor29@email.com,4655167351,avery taylor,6620 hill st
83,crm,30,Riley,Christian,riley.christian30@email.com,784-448-4922,888 Cedar St,Wilmington,VA,27558,2025-09-15,riley.christian30@email.com,7844484922,riley christian,888 cedar st
84,billing,30,Riley,Christian,riley.christian30@email.com,(784) 448-4922,888 Cedar St,Wilmington,VA,27558,2025-04-30,riley.christian30@email.com,7844484922,riley christian,888 cedar st
85,support,30,Riley,Christian,riley.christian30@gmail.com,(784) 448-4922,888 Cedar St,Wilmington,VA,27558,2025-05-11,riley.christian30@gmail.com,7844484922,riley christian,888 cedar st
86,crm,31,Chris,Taylor,chris.taylor31@gmail.com,(263) 535-5067,8155 Cedar St,Charlotte,NC,27632,2025-02-20,chris.taylor31@gmail.com,2635355067,chris taylor,8155 cedar st
87,billing,31,Christopher,Taylor,chris.taylor31@email.com,263-535-5067,8155 Cedar St,Charlotte,NC,27632,2025-01-23,chris.taylor31@email.com,2635355067,christopher taylor,8155 cedar st
88,support,31,Chris,Taylor,chris.taylor31@email.com,(263) 535-5067,8155 Cedar St,Charlotte,NC,27632,2024-11-23,chris.taylor31@email.com,2635355067,chris taylor,8155 cedar st
89,crm,32,Morgan,Christian,morgan.christian32@email.com,(618) 430-9822,7316 Maple St,Charlotte,NC,27047,2025-07-24,morgan.christian32@email.com,6184309822,morgan christian,7316 maple st
90,billing,32,Morgan,Christian,morgan.christian32@gmail.com,(618) 430-9822,7316 Maple St,Charlotte,NC,27047,2025-09-21,morgan.christian32@gmail.com,6184309822,morgan christian,7316 maple st
91,crm,33,Avery,Moore,avery.moore33@email.com,650-478-8865,7932 Hill St,Wilmington,NC,28844,2023-04-17,avery.moore33@email.com,6504788865,avery moore,7932 hill st
92,support,33,Avery,Moore,avery.moore33@gmail.com,650-478-8865,7932 Hill St,Wilmington,NC,28844,2023-12-21,avery.moore33@gmail.com,6504788865,avery moore,7932 hill st
93,crm,34,Alex,Miller,alex.miller34@email.com,(440) 372-2470,7722 Pine St,Raleigh,GA,28863,2023-10-30,alex.miller34@email.com,4403722470,alex miller,7722 pine st
94,support,34,Alex,Miller,alex.miller34@email.com,(440) 372-2470,7722 Pine St,Raleigh,GA,28863,2024-06-27,alex.miller34@email.com,4403722470,alex miller,7722 pine st
95,crm,35,Devin,Miller,devin.miller35@gmail.com,833-598-4312,6948 Oak St,Raleigh,GA,27079,2023-09-06,devin.miller35@gmail.com,8335984312,devin miller,6948 oak st
96,billing,35,Devin,Miller,devin.miller35@gmail.com,(833) 598-4312,6948 Oak Street,Raleigh,GA,27079,2023-07-31,devin.miller35@gmail.com,8335984312,devin miller,6948 oak st
97,support,35,Devin,Miller,devin.miller35@email.com,(833) 598-4312,6948 Oak St,Raleigh,GA,27079,2023-10-23,devin.miller35@email.com,8335984312,devin miller,6948 oak st
98,crm,36,Sam,Wilson,sam.wilson36@email.com,661-969-7577,2327 Hill St,Jacksonville,VA,27876,2024-11-07,sam.wilson36@email.com,6619697577,sam wilson,2327 hill st
99,billing,36,Sam,Wilson,sam.wilson36@email.com,(661) 969-7577,2327 Hill St,Jacksonville,VA,27876,2024-05-19,sam.wilson36@email.com,6619697577,sam wilson,2327 hill st
100,support,36,Sam,Wilson,sam.wilson36@gmail.com,(661) 969-7577,2327 Hill St,Jacksonville,VA,27876,2025-02-09,sam.wilson36@gmail.com,6619697577,sam wilson,2327 hill st
101,crm,37,Jordan,Taylor,jordan.taylor37@email.com,463-293-8431,1014 Oak Street,Jacksonville,VA,28784,2024-04-01,jordan.taylor37@email.com,4632938431,jordan taylor,1014 oak st
102,billing,37,Jordan,Taylor,jordan.taylor37@email.com,(463) 293-8431,1014 Oak Street,Jacksonville,VA,28784,2023-12-01,jordan.taylor37@email.com,4632938431,jordan taylor,1014 oak st
103,support,37,Jordan,Taylor,jordan.taylor37@email.com,(463) 293-8431,1014 Oak Street,Jacksonville,VA,28784,2024-04-04,jordan.taylor37@email.com,4632938431,jordan taylor,1014 oak st
104,crm,38,Sam,Brown,sam.brown38@gmail.com,328-860-7243,7772 Oak Street,Fayetteville,VA,27697,2024-04-06,sam.brown38@gmail.com,3288607243,sam brown,7772 oak st
105,support,38,Sam,Brown,sam.brown38@email.com,(328) 860-7243,7772 Oak St,Fayetteville,VA,27697,2024-06-01,sam.brown38@email.com,3288607243,sam brown,7772 oak st
106,crm,39,Riley,Miller,riley.miller39@email.com,(479) 812-8214,6984 Pine St,Raleigh,SC,28334,2024-10-27,riley.miller39@email.com,4798128214,riley miller,6984 pine st
107,support,39,Riley,Miller,riley.miller39@email.com,479-812-8214,6984 Pine St,Raleigh,SC,28334,2024-01-01,riley.miller39@email.com,4798128214,riley miller,6984 pine st
108,crm,40,Jordan,Davis,jordan.davis40@email.com,373-319-2772,5182 Pine St,Wilmington,GA,27884,2025-07-03,jordan.davis40@email.com,3733192772,jordan davis,5182 pine st
109,billing,40,Jordan,Davis,jordan.davis40@email.com,373-319-2772,5182 Pine St,Wilmington,GA,27884,2025-04-27,jordan.davis40@email.com,3733192772,jordan davis,5182 pine st
110,support,40,Jordan,Davis,jordan.davis40@gmail.com,(373) 319-2772,5182 Pine Street,Wilmington,GA,27884,2025-05-23,jordan.davis40@gmail.com,3733192772,jordan davis,5182 pine st
111,billing,41,Jordan,Johnson,jordan.johnson41@email.com,(721) 296-6467,8979 Cedar St,Durham,VA,27293,2023-10-15,jordan.johnson41@email.com,7212966467,jordan johnson,8979 cedar st
112,support,41,Jordan,Johnson,jordan.johnson41@email.com,(721) 296-6467,8979 Cedar St,Durham,VA,27293,2024-02-21,jordan.johnson41@email.com,7212966467,jordan johnson,8979 cedar st
113,crm,42,Sam,Wilson,sam.wilson42@email.com,(693) 359-2016,4287 Maple St,Fayetteville,VA,28744,2024-12-15,sam.wilson42@email.com,6933592016,sam wilson,4287 maple st
114,billing,42,Sam,Wilson,sam.wilson42@email.com,(693) 359-2016,4287 Maple St,Fayetteville,VA,28744,2024-05-31,sam.wilson42@email.com,6933592016,sam wilson,4287 maple st
115,support,42,Sam,Wilson,sam.wilson42@email.com,(693) 359-2016,4287 Maple St,Fayetteville,VA,28744,2025-05-02,sam.wilson42@email.com,6933592016,sam wilson,4287 maple st
116,billing,43,Devin,Davis,devin.davis43@email.com,762-260-6320,2069 Hill St,Wilmington,SC,28129,2024-09-05,devin.davis43@email.com,7622606320,devin davis,2069 hill st
117,support,43,Devin,Davis,devin.davis43@email.com,(762) 260-6320,2069 Hill St,Wilmington,SC,28129,2024-07-11,devin.davis43@email.com,7622606320,devin davis,2069 hill st
118,crm,44,Cameron,Anderson,cameron.anderson44@email.com,(798) 985-3914,4421 Oak Street,Greensboro,VA,28611,2024-06-08,cameron.anderson44@email.com,7989853914,cameron anderson,4421 oak st
119,billing,44,Cameron,Anderson,cameron.anderson44@gmail.com,(798) 985-3914,4421 Oak St,Greensboro,VA,28611,2024-11-08,cameron.anderson44@gmail.com,7989853914,cameron anderson,4421 oak st
120,support,44,Cameron,Anderson,cameron.anderson44@email.com,(798) 985-3914,4421 Oak St,Greensboro,VA,28611,2024-09-22,cameron.anderson44@email.com,7989853914,cameron anderson,4421 oak st
121,crm,45,Riley,Anderson,riley.anderson45@gmail.com,651-755-6206,4343 Hill St,Raleigh,SC,27304,2024-06-19,riley.anderson45@gmail.com,6517556206,riley anderson,4343 hill st
122,billing,45,Riley,Anderson,riley.anderson45@email.com,(651) 755-6206,4343 Hill St,Raleigh,SC,27304,2023-10-03,riley.anderson45@email.com,6517556206,riley anderson,4343 hill st
123,crm,46,Sam,Smith,sam.smith46@gmail.com,(685) 746-3331,7077 Cedar Street,Charlotte,SC,27943,2023-12-23,sam.smith46@gmail.com,6857463331,sam smith,7077 cedar st
124,billing,46,Sam,Smith,sam.smith46@email.com,685-746-3331,7077 Cedar Street,Charlotte,SC,27943,2024-03-09,sam.smith46@email.com,6857463331,sam smith,7077 cedar st
125,support,46,Sam,Smith,sam.smith46@email.com,(685) 746-3331,7077 Cedar St,Charlotte,SC,27943,2024-05-28,sam.smith46@email.com,6857463331,sam smith,7077 cedar st
126,support,46,Sam,Smith,sam.smith46@email.com,(685) 746-3331,7077 Cedar St,Charlotte,SC,27943,2023-12-14,sam.smith46@email.com,6857463331,sam smith,7077 cedar st
127,crm,47,Cameron,Smith,cameron.smith47@email.com,(898) 798-6828,6477 Cedar Street,Charlotte,GA,27688,2024-04-20,cameron.smith47@email.com,8987986828,cameron smith,6477 cedar st
128,billing,47,Cameron,Smith,cameron.smith47@email.com,(898) 798-6828,6477 Cedar St,Charlotte,GA,27688,2024-03-29,cameron.smith47@email.com,8987986828,cameron smith,6477 cedar st
129,support,47,Cameron,Smith,cameron.smith47@gmail.com,(898) 798-6828,6477 Cedar St,Charlotte,GA,27688,2024-11-25,cameron.smith47@gmail.com,8987986828,cameron smith,6477 cedar st
130,crm,48,Jaime,Moore,jamie.moore48@gmail.com,(580) 879-4077,2331 Cedar St,Jacksonville,VA,27331,2024-04-30,jamie.moore48@gmail.com,5808794077,jaime moore,2331 cedar st
131,billing,48,Jamie,Moore,jamie.moore48@email.com,(580) 879-4077,2331 Cedar St,Jacksonville,VA,27331,2024-02-19,jamie.moore48@email.com,5808794077,jamie moore,2331 cedar st
132,support,48,Jamie,Moore,jamie.moore48@gmail.com,(580) 879-4077,2331 Cedar St,Jacksonville,VA,27331,2023-08-07,jamie.moore48@gmail.com,5808794077,jamie moore,2331 cedar st
133,crm,49,Jordan,Johnson,jordan.johnson49@email.com,955-672-9136,5766 Oak Street,Jacksonville,NC,28543,2024-11-05,jordan.johnson49@email.com,9556729136,jordan johnson,5766 oak st
134,billing,49,Jordan,Johnson,jordan.johnson49@email.com,(955) 672-9136,5766 Oak St,Jacksonville,NC,28543,2024-08-22,jordan.johnson49@email.com,9556729136,jordan johnson,5766 oak st
135,support,49,Jordan,Johnson,jordan.johnson49@email.com,(955) 672-9136,5766 Oak St,Jacksonville,NC,28543,2024-08-24,jordan.johnson49@email.com,9556729136,jordan johnson,5766 oak st
136,crm,50,Alex,Anderson,alex.anderson50@email.com,(496) 372-2065,1706 Main St,Jacksonville,NC,28736,2024-12-20,alex.anderson50@email.com,4963722065,alex anderson,1706 main st
137,billing,50,Alex,Anderson,alex.anderson50@gmail.com,(496) 372-2065,1706 Main St,Jacksonville,NC,28736,2025-05-25,alex.anderson50@gmail.com,4963722065,alex anderson,1706 main st
138,billing,50,Alex,Anderson,alex.anderson50@gmail.com,(496) 372-2065,1706 Main St,Jacksonville,NC,28736,2025-06-10,alex.anderson50@gmail.com,4963722065,alex anderson,1706 main st
139,support,50,Alex,Anderson,alex.anderson50@gmail.com,(496) 372-2065,1706 Main St,Jacksonville,NC,28736,2024-12-28,alex.anderson50@gmail.com,4963722065,alex anderson,1706 main st
140,crm,51,Morgan,Anderson,morgan.anderson51@email.com,(384) 443-2200,6170 Cedar St,Durham,VA,28056,2023-08-06,morgan.anderson51@email.com,3844432200,morgan anderson,6170 cedar st
141,support,51,Morgan,Anderson,morgan.anderson51@email.com,(384) 443-2200,6170 Cedar Street,Durham,VA,28056,2024-03-26,morgan.anderson51@email.com,3844432200,morgan anderson,6170 cedar st
142,crm,52,Jaime,Davis,jamie.davis52@email.com,(609) 300-2066,1683 Cedar St,Charlotte,VA,27331,2025-02-23,jamie.davis52@email.com,6093002066,jaime davis,1683 cedar st
143,support,52,Jamie,Davis,jamie.davis52@email.com,(609) 300-2066,1683 Cedar St,Charlotte,VA,27331,2024-03-18,jamie.davis52@email.com,6093002066,jamie davis,1683 cedar st
144,crm,53,Alex,Christian,alex.christian53@email.com,(552) 276-9890,2456 Cedar St,Fayetteville,NC,27666,2023-03-14,alex.christian53@email.com,5522769890,alex christian,2456 cedar st
145,billing,53,Alex,Christian,alex.christian53@email.com,552-276-9890,2456 Cedar St,Fayetteville,NC,27666,2023-11-11,alex.christian53@email.com,5522769890,alex christian,2456 cedar st
146,support,53,Alex,Christian,alex.christian53@email.com,(552) 276-9890,2456 Cedar St,Fayetteville,NC,27666,2023-07-13,alex.christian53@email.com,5522769890,alex christian,2456 cedar st
147,crm,54,Jordan,Brown,jordan.brown54@email.com,(820) 683-6882,8646 Cedar St,Durham,SC,27538,2025-11-30,jordan.brown54@email.com,8206836882,jordan brown,8646 cedar st
